Id,Category
2997,2
2998,5
2999,5
3000,2
3001,9
3002,1
3003,5
3004,5
3005,4
3006,10
3007,2
3008,0
3009,6
3010,3
3011,2
3012,6
3013,9
3014,0
3015,8
3016,3
3017,0
3018,5
3019,5
3020,6
3021,2
3022,5
3023,4
3024,4
3025,4
3026,0
3027,2
3028,10
3029,3
3030,3
3031,6
3032,9
3033,5
3034,2
3035,0
3036,1
3037,3
3038,10
3039,4
3040,3
3041,9
3042,10
3043,9
3044,2
3045,0
3046,4
3047,9
3048,5
3049,4
3050,1
3051,0
3052,8
3053,10
3054,6
3055,9
3056,1
3057,9
3058,0
3059,8
3060,8
3061,0
3062,7
3063,9
3064,0
3065,9
3066,0
3067,0
3068,10
3069,5
3070,3
3071,0
3072,3
3073,5
3074,0
3075,9
3076,2
3077,3
3078,0
3079,5
3080,2
3081,10
3082,9
3083,2
3084,9
3085,0
3086,5
3087,2
3088,6
3089,0
3090,9
3091,4
3092,9
3093,4
3094,0
3095,4
3096,9
3097,5
3098,3
3099,0
3100,9
3101,9
3102,4
3103,4
3104,2
3105,0
3106,0
3107,9
3108,2
3109,5
3110,9
3111,2
3112,5
3113,2
3114,9
3115,9
3116,2
3117,2
3118,7
3119,5
3120,5
3121,9
3122,5
3123,4
3124,10
3125,1
3126,8
3127,5
3128,7
3129,5
3130,7
3131,2
3132,4
3133,3
3134,5
3135,4
3136,0
3137,9
3138,2
3139,5
3140,5
3141,6
3142,9
3143,0
3144,10
3145,8
3146,2
3147,10
3148,5
3149,4
3150,5
3151,3
3152,2
3153,0
3154,9
3155,9
3156,0
3157,9
3158,4
3159,9
3160,1
3161,1
3162,3
3163,8
3164,9
3165,4
3166,9
3167,9
3168,2
3169,0
3170,2
3171,9
3172,0
3173,6
3174,1
3175,6
3176,10
3177,4
3178,9
3179,0
3180,7
3181,2
3182,9
3183,8
3184,2
3185,8
3186,9
3187,8
3188,5
3189,0
3190,8
3191,3
3192,2
3193,4
3194,4
3195,3
3196,10
3197,8
3198,2
3199,3
3200,10
3201,1
3202,10
3203,9
3204,7
3205,10
3206,4
3207,6
3208,0
3209,5
3210,4
3211,2
3212,9
3213,2
3214,0
3215,9
3216,9
3217,2
3218,8
3219,9
3220,9
3221,9
3222,2
3223,2
3224,3
3225,4
3226,9
3227,9
3228,4
3229,0
3230,0
3231,2
3232,8
3233,5
3234,6
3235,0
3236,0
3237,7
3238,2
3239,5
3240,9
3241,5
3242,7
3243,8
3244,3
3245,0
3246,10
3247,0
3248,9
3249,0
3250,10
3251,5
3252,0
3253,2
3254,8
3255,9
3256,0
3257,0
3258,2
3259,5
3260,4
3261,5
3262,1
3263,5
3264,0
3265,5
3266,9
3267,8
3268,0
3269,7
3270,5
3271,4
3272,9
3273,6
3274,4
3275,8
3276,5
3277,0
3278,0
3279,9
3280,6
3281,10
3282,9
3283,5
3284,9
3285,2
3286,7
3287,3
3288,6
3289,2
3290,7
3291,9
3292,8
3293,2
3294,10
3295,0
3296,8
3297,8
3298,9
3299,7
3300,5
3301,9
3302,2
3303,0
3304,10
3305,2
3306,3
3307,9
3308,2
3309,9
3310,1
3311,9
3312,9
3313,2
3314,8
3315,1
3316,4
3317,9
3318,0
3319,1
3320,2
3321,4
3322,8
3323,6
3324,2
3325,2
3326,0
3327,0
3328,5
3329,4
3330,3
3331,9
3332,3
3333,10
3334,6
3335,8
3336,9
3337,10
3338,2
3339,5
3340,0
3341,4
3342,2
3343,8
3344,0
3345,0
3346,9
